x-axis,y-axis,precipitation,precip_1,precip_2,precip_3,precip_4,precip_5,precip_6,precip_7,precip_8
-729600,364800,259.168731689,197.665985107,196.987243652,168.878509521,189.586776733,180.350784302,194.268341064,176.908798218,231.097930908
-608000,364800,189.586776733,196.987243652,168.878509521,117.108909607,137.565963745,162.54246521,180.350784302,194.268341064,259.168731689
-486400,364800,137.565963745,168.878509521,117.108909607,92.9615707397,112.000534058,133.657714844,162.54246521,180.350784302,189.586776733
-364800,364800,112.000534058,117.108909607,92.9615707397,71.6344680786,86.2559356689,103.274536133,133.657714844,162.54246521,137.565963745
-243200,364800,86.2559356689,92.9615707397,71.6344680786,58.6334571838,66.4940185547,73.3032608032,103.274536133,133.657714844,112.000534058
-121600,364800,66.4940185547,71.6344680786,58.6334571838,45.9054298401,49.9219093323,56.7974510193,73.3032608032,103.274536133,86.2559356689
0,364800,49.9219093323,58.6334571838,45.9054298401,42.1864700317,43.6493492126,50.884185791,56.7974510193,73.3032608032,66.4940185547
121600,364800,43.6493492126,45.9054298401,42.1864700317,43.6562423706,42.4571685791,37.065246582,50.884185791,56.7974510193,49.9219093323
243200,364800,42.4571685791,42.1864700317,43.6562423706,40.1322212219,31.1238861084,30.8342914581,37.065246582,50.884185791,43.6493492126
364800,364800,31.1238861084,43.6562423706,40.1322212219,29.5116786957,27.6090297699,26.000535965,30.8342914581,37.065246582,42.4571685791
486400,364800,27.6090297699,40.1322212219,29.5116786957,26.7799816132,24.7326278687,21.5526294708,26.000535965,30.8342914581,31.1238861084
608000,364800,24.7326278687,29.5116786957,26.7799816132,22.901424408,19.3485774994,14.8797388077,21.5526294708,26.000535965,27.6090297699
729600,364800,19.3485774994,26.7799816132,22.901424408,20.4892597198,18.3259983063,13.7465362549,14.8797388077,21.5526294708,24.7326278687
851200,364800,18.3259983063,22.901424408,20.4892597198,28.8025074005,26.0583343506,16.8433132172,13.7465362549,14.8797388077,19.3485774994
972800,364800,26.0583343506,20.4892597198,28.8025074005,39.5190124512,36.5241622925,28.873966217,16.8433132172,13.7465362549,18.3259983063
1094400,364800,36.5241622925,28.8025074005,39.5190124512,57.3402290344,64.4457397461,60.3807525635,28.873966217,16.8433132172,26.0583343506
1216000,364800,64.4457397461,39.5190124512,57.3402290344,73.8907546997,70.6272354126,59.6166687012,60.3807525635,28.873966217,36.5241622925
1337600,364800,70.6272354126,57.3402290344,73.8907546997,72.1785507202,65.5854797363,55.311000824,59.6166687012,60.3807525635,64.4457397461
1459200,364800,65.5854797363,73.8907546997,72.1785507202,82.9919281006,58.140247345,55.8308296204,55.311000824,59.6166687012,70.6272354126
1580800,364800,58.140247345,72.1785507202,82.9919281006,72.3579330444,66.110748291,64.6178436279,55.8308296204,55.311000824,65.5854797363
1702400,364800,66.110748291,82.9919281006,72.3579330444,101.592895508,93.9148025513,83.009223938,64.6178436279,55.8308296204,58.140247345
1824000,364800,93.9148025513,72.3579330444,101.592895508,97.1959991455,105.952209473,90.6885223389,83.009223938,64.6178436279,66.110748291
1945600,364800,105.952209473,101.592895508,97.1959991455,204.732177734,146.379760742,132.405471802,90.6885223389,83.009223938,93.9148025513
2067200,364800,146.379760742,97.1959991455,204.732177734,350.741973877,222.825164795,203.543029785,132.405471802,90.6885223389,105.952209473
2188800,364800,222.825164795,204.732177734,350.741973877,156.836685181,298.449554443,331.160430908,203.543029785,132.405471802,146.379760742
2310400,364800,298.449554443,350.741973877,156.836685181,507.897247314,587.09185791,491.97454834,331.160430908,203.543029785,222.825164795
2432000,364800,587.09185791,156.836685181,507.897247314,563.132019043,664.920043945,673.980712891,491.97454834,331.160430908,298.449554443
2553600,364800,664.920043945,507.897247314,563.132019043,589.848876953,640.54901123,705.715270996,673.980712891,491.97454834,587.09185791
2675200,364800,640.54901123,563.132019043,589.848876953,635.998352051,635.604858398,659.53918457,705.715270996,673.980712891,664.920043945
2796800,364800,635.604858398,589.848876953,635.998352051,698.467041016,673.657287598,667.094909668,659.53918457,705.715270996,640.54901123
2918400,364800,673.657287598,635.998352051,698.467041016,737.869995117,714.633239746,701.95300293,667.094909668,659.53918457,635.604858398
3040000,364800,714.633239746,698.467041016,737.869995117,,,,701.95300293,667.094909668,673.657287598
-3040000,243200,745.794677734,,745.028503418,784.774475098,787.153930664,792.505065918,759.520446777,,
-2918400,243200,787.153930664,745.028503418,784.774475098,815.970092773,828.028442383,841.664489746,792.505065918,759.520446777,745.794677734
-2796800,243200,828.028442383,784.774475098,815.970092773,787.02331543,793.301879883,807.742614746,841.664489746,792.505065918,787.153930664
-2675200,243200,793.301879883,815.970092773,787.02331543,743.881408691,729.76776123,731.77746582,807.742614746,841.664489746,828.028442383
-2553600,243200,729.76776123,787.02331543,743.881408691,691.925109863,658.273193359,655.016052246,731.77746582,807.742614746,793.301879883
-2432000,243200,658.273193359,743.881408691,691.925109863,648.936218262,610.926330566,603.513916016,655.016052246,731.77746582,729.76776123
-2310400,243200,610.926330566,691.925109863,648.936218262,628.694030762,593.280334473,590.223083496,603.513916016,655.016052246,658.273193359
-2188800,243200,593.280334473,648.936218262,628.694030762,617.118164062,605.633117676,624.952575684,590.223083496,603.513916016,610.926330566
-2067200,243200,605.633117676,628.694030762,617.118164062,622.750427246,667.290893555,805.909301758,624.952575684,590.223083496,593.280334473
-1945600,243200,667.290893555,617.118164062,622.750427246,714.69921875,913.687438965,1182.20397949,805.909301758,624.952575684,605.633117676
-1824000,243200,913.687438965,622.750427246,714.69921875,811.730285645,844.206054688,458.218841553,1182.20397949,805.909301758,667.290893555
-1702400,243200,844.206054688,714.69921875,811.730285645,395.080749512,417.42755127,358.308074951,458.218841553,1182.20397949,913.687438965
-1580800,243200,417.42755127,811.730285645,395.080749512,259.271514893,303.296142578,366.122711182,358.308074951,458.218841553,844.206054688
-1459200,243200,303.296142578,395.080749512,259.271514893,248.429489136,294.222137451,310.372741699,366.122711182,358.308074951,417.42755127
-1337600,243200,294.222137451,259.271514893,248.429489136,194.672180176,199.389526367,-26.3451004028,310.372741699,366.122711182,303.296142578
-1216000,243200,199.389526367,248.429489136,194.672180176,162.992431641,144.870635986,-24.4182434082,-26.3451004028,310.372741699,294.222137451
-1094400,243200,144.870635986,194.672180176,162.992431641,186.324279785,172.593338013,120.504875183,-24.4182434082,-26.3451004028,199.389526367
-972800,243200,172.593338013,162.992431641,186.324279785,231.097930908,176.908798218,137.063323975,120.504875183,-24.4182434082,144.870635986
-851200,243200,176.908798218,186.324279785,231.097930908,259.168731689,194.268341064,133.93347168,137.063323975,120.504875183,172.593338013
-729600,243200,194.268341064,231.097930908,259.168731689,189.586776733,180.350784302,138.699203491,133.93347168,137.063323975,176.908798218
-608000,243200,180.350784302,259.168731689,189.586776733,137.565963745,162.54246521,132.453521729,138.699203491,133.93347168,194.268341064
-486400,243200,162.54246521,189.586776733,137.565963745,112.000534058,133.657714844,133.68901062,132.453521729,138.699203491,180.350784302
-364800,243200,133.657714844,137.565963745,112.000534058,86.2559356689,103.274536133,92.3413314819,133.68901062,132.453521729,162.54246521
-243200,243200,103.274536133,112.000534058,86.2559356689,66.4940185547,73.3032608032,78.615737915,92.3413314819,133.68901062,133.657714844
-121600,243200,73.3032608032,86.2559356689,66.4940185547,49.9219093323,56.7974510193,65.6901931763,78.615737915,92.3413314819,103.274536133
0,243200,56.7974510193,66.4940185547,49.9219093323,43.6493492126,50.884185791,50.4710197449,65.6901931763,78.615737915,73.3032608032
121600,243200,50.884185791,49.9219093323,43.6493492126,42.4571685791,37.065246582,36.1665153503,50.4710197449,65.6901931763,56.7974510193
243200,243200,37.065246582,43.6493492126,42.4571685791,31.1238861084,30.8342914581,31.6630344391,36.1665153503,50.4710197449,50.884185791
364800,243200,30.8342914581,42.4571685791,31.1238861084,27.6090297699,26.000535965,24.3060131073,31.6630344391,36.1665153503,37.065246582
486400,243200,26.000535965,31.1238861084,27.6090297699,24.7326278687,21.5526294708,19.796918869,24.3060131073,31.6630344391,30.8342914581
608000,243200,21.5526294708,27.6090297699,24.7326278687,19.3485774994,14.8797388077,15.4473981857,19.796918869,24.3060131073,26.000535965
729600,243200,14.8797388077,24.7326278687,19.3485774994,18.3259983063,13.7465362549,16.6367549896,15.4473981857,19.796918869,21.5526294708
851200,243200,13.7465362549,19.3485774994,18.3259983063,26.0583343506,16.8433132172,15.0918292999,16.6367549896,15.4473981857,14.8797388077
972800,243200,16.8433132172,18.3259983063,26.0583343506,36.5241622925,28.873966217,23.5139942169,15.0918292999,16.6367549896,13.7465362549
1094400,243200,28.873966217,26.0583343506,36.5241622925,64.4457397461,60.3807525635,41.8641815186,23.5139942169,15.0918292999,16.8433132172
1216000,243200,60.3807525635,36.5241622925,64.4457397461,70.6272354126,59.6166687012,46.3935508728,41.8641815186,23.5139942169,28.873966217
1337600,243200,59.6166687012,64.4457397461,70.6272354126,65.5854797363,55.311000824,48.8535270691,46.3935508728,41.8641815186,60.3807525635
1459200,243200,55.311000824,70.6272354126,65.5854797363,58.140247345,55.8308296204,52.8495903015,48.8535270691,46.3935508728,59.6166687012
1580800,243200,55.8308296204,65.5854797363,58.140247345,66.110748291,64.6178436279,61.4055328369,52.8495903015,48.8535270691,55.311000824
1702400,243200,64.6178436279,58.140247345,66.110748291,93.9148025513,83.009223938,74.6842346191,61.4055328369,52.8495903015,55.8308296204
1824000,243200,83.009223938,66.110748291,93.9148025513,105.952209473,90.6885223389,88.0992507935,74.6842346191,61.4055328369,64.6178436279
1945600,243200,90.6885223389,93.9148025513,105.952209473,146.379760742,132.405471802,134.361740112,88.0992507935,74.6842346191,83.009223938
2067200,243200,132.405471802,105.952209473,146.379760742,222.825164795,203.543029785,204.375793457,134.361740112,88.0992507935,90.6885223389
2188800,243200,203.543029785,146.379760742,222.825164795,298.449554443,331.160430908,346.494812012,204.375793457,134.361740112,132.405471802
2310400,243200,331.160430908,222.825164795,298.449554443,587.09185791,491.97454834,558.74786377,346.494812012,204.375793457,203.543029785
2432000,243200,491.97454834,298.449554443,587.09185791,664.920043945,673.980712891,578.993408203,558.74786377,346.494812012,331.160430908
2553600,243200,673.980712891,587.09185791,664.920043945,640.54901123,705.715270996,749.410522461,578.993408203,558.74786377,491.97454834
2675200,243200,705.715270996,664.920043945,640.54901123,635.604858398,659.53918457,703.579528809,749.410522461,578.993408203,673.980712891
2796800,243200,659.53918457,640.54901123,635.604858398,673.657287598,667.094909668,693.480407715,703.579528809,749.410522461,705.715270996
2918400,243200,667.094909668,635.604858398,673.657287598,714.633239746,701.95300293,725.604492188,693.480407715,703.579528809,659.53918457
3040000,243200,701.95300293,673.657287598,714.633239746,,,,725.604492188,693.480407715,667.094909668
-3040000,121600,759.520446777,,745.794677734,787.153930664,792.505065918,787.070861816,772.93371582,,
-2918400,121600,792.505065918,745.794677734,787.153930664,828.028442383,841.664489746,822.25390625,787.070861816,772.93371582,759.520446777
-2796800,121600,841.664489746,787.153930664,828.028442383,793.301879883,807.742614746,797.109802246,822.25390625,787.070861816,792.505065918
-2675200,121600,807.742614746,828.028442383,793.301879883,729.76776123,731.77746582,745.967163086,797.109802246,822.25390625,841.664489746
-2553600,121600,731.77746582,793.301879883,729.76776123,658.273193359,655.016052246,688.744140625,745.967163086,797.109802246,807.742614746
-2432000,121600,655.016052246,729.76776123,658.273193359,610.926330566,603.513916016,669.898681641,688.744140625,745.967163086,731.77746582
-2310400,121600,603.513916016,658.273193359,610.926330566,593.280334473,590.223083496,629.341796875,669.898681641,688.744140625,655.016052246
-2188800,121600,590.223083496,610.926330566,593.280334473,605.633117676,624.952575684,672.254699707,629.341796875,669.898681641,603.513916016
-2067200,121600,624.952575684,593.280334473,605.633117676,667.290893555,805.909301758,888.170166016,672.254699707,629.341796875,590.223083496
-1945600,121600,805.909301758,605.633117676,667.290893555,913.687438965,1182.20397949,1035.64294434,888.170166016,672.254699707,624.952575684
-1824000,121600,1182.20397949,667.290893555,913.687438965,844.206054688,458.218841553,283.485076904,1035.64294434,888.170166016,805.909301758
-1702400,121600,458.218841553,913.687438965,844.206054688,417.42755127,358.308074951,468.945098877,283.485076904,1035.64294434,1182.20397949
-1580800,121600,358.308074951,844.206054688,417.42755127,303.296142578,366.122711182,332.311279297,468.945098877,283.485076904,458.218841553
-1459200,121600,366.122711182,417.42755127,303.296142578,294.222137451,310.372741699,213.464889526,332.311279297,468.945098877,358.308074951
-1337600,121600,310.372741699,303.296142578,294.222137451,199.389526367,-26.3451004028,139.677383423,213.464889526,332.311279297,366.122711182
-1216000,121600,-26.3451004028,294.222137451,199.389526367,144.870635986,-24.4182434082,98.7806549072,139.677383423,213.464889526,310.372741699
-1094400,121600,-24.4182434082,199.389526367,144.870635986,172.593338013,120.504875183,114.393791199,98.7806549072,139.677383423,-26.3451004028
-972800,121600,120.504875183,144.870635986,172.593338013,176.908798218,137.063323975,122.644775391,114.393791199,98.7806549072,-24.4182434082
-851200,121600,137.063323975,172.593338013,176.908798218,194.268341064,133.93347168,124.625305176,122.644775391,114.393791199,120.504875183
-729600,121600,133.93347168,176.908798218,194.268341064,180.350784302,138.699203491,123.89125824,124.625305176,122.644775391,137.063323975
-608000,121600,138.699203491,194.268341064,180.350784302,162.54246521,132.453521729,155.150802612,123.89125824,124.625305176,133.93347168
-486400,121600,132.453521729,180.350784302,162.54246521,133.657714844,133.68901062,140.528640747,155.150802612,123.89125824,138.699203491
-364800,121600,133.68901062,162.54246521,133.657714844,103.274536133,92.3413314819,102.212417603,140.528640747,155.150802612,132.453521729
-243200,121600,92.3413314819,133.657714844,103.274536133,73.3032608032,78.615737915,87.3042373657,102.212417603,140.528640747,133.68901062
-121600,121600,78.615737915,103.274536133,73.3032608032,56.7974510193,65.6901931763,76.9790420532,87.3042373657,102.212417603,92.3413314819
0,121600,65.6901931763,73.3032608032,56.7974510193,50.884185791,50.4710197449,46.2701339722,76.9790420532,87.3042373657,78.615737915
121600,121600,50.4710197449,56.7974510193,50.884185791,37.065246582,36.1665153503,37.4083480835,46.2701339722,76.9790420532,65.6901931763
243200,121600,36.1665153503,50.884185791,37.065246582,30.8342914581,31.6630344391,33.7617797852,37.4083480835,46.2701339722,50.4710197449
364800,121600,31.6630344391,37.065246582,30.8342914581,26.000535965,24.3060131073,24.9452095032,33.7617797852,37.4083480835,36.1665153503
486400,121600,24.3060131073,30.8342914581,26.000535965,21.5526294708,19.796918869,22.9138641357,24.9452095032,33.7617797852,31.6630344391
608000,121600,19.796918869,26.000535965,21.5526294708,14.8797388077,15.4473981857,16.8747215271,22.9138641357,24.9452095032,24.3060131073
729600,121600,15.4473981857,21.5526294708,14.8797388077,13.7465362549,16.6367549896,17.9639263153,16.8747215271,22.9138641357,19.796918869
851200,121600,16.6367549896,14.8797388077,13.7465362549,16.8433132172,15.0918292999,15.5930938721,17.9639263153,16.8747215271,15.4473981857
972800,121600,15.0918292999,13.7465362549,16.8433132172,28.873966217,23.5139942169,18.0934314728,15.5930938721,17.9639263153,16.6367549896
1094400,121600,23.5139942169,16.8433132172,28.873966217,60.3807525635,41.8641815186,27.217912674,18.0934314728,15.5930938721,15.0918292999
1216000,121600,41.8641815186,28.873966217,60.3807525635,59.6166687012,46.3935508728,34.3887367249,27.217912674,18.0934314728,23.5139942169
1337600,121600,46.3935508728,60.3807525635,59.6166687012,55.311000824,48.8535270691,41.3696060181,34.3887367249,27.217912674,41.8641815186
1459200,121600,48.8535270691,59.6166687012,55.311000824,55.8308296204,52.8495903015,45.8192405701,41.3696060181,34.3887367249,46.3935508728
1580800,121600,52.8495903015,55.311000824,55.8308296204,64.6178436279,61.4055328369,53.8258323669,45.8192405701,41.3696060181,48.8535270691
1702400,121600,61.4055328369,55.8308296204,64.6178436279,83.009223938,74.6842346191,65.8968200684,53.8258323669,45.8192405701,52.8495903015
1824000,121600,74.6842346191,64.6178436279,83.009223938,90.6885223389,88.0992507935,90.870803833,65.8968200684,53.8258323669,61.4055328369
1945600,121600,88.0992507935,83.009223938,90.6885223389,132.405471802,134.361740112,123.09172821,90.870803833,65.8968200684,74.6842346191
2067200,121600,134.361740112,90.6885223389,132.405471802,203.543029785,204.375793457,160.592269897,123.09172821,90.870803833,88.0992507935
2188800,121600,204.375793457,132.405471802,203.543029785,331.160430908,346.494812012,252.220626831,160.592269897,123.09172821,134.361740112
2310400,121600,346.494812012,203.543029785,331.160430908,491.97454834,558.74786377,377.460266113,252.220626831,160.592269897,204.375793457
2432000,121600,558.74786377,331.160430908,491.97454834,673.980712891,578.993408203,532.846313477,377.460266113,252.220626831,346.494812012
2553600,121600,578.993408203,491.97454834,673.980712891,705.715270996,749.410522461,753.531677246,532.846313477,377.460266113,558.74786377
2675200,121600,749.410522461,673.980712891,705.715270996,659.53918457,703.579528809,726.776855469,753.531677246,532.846313477,578.993408203
2796800,121600,703.579528809,705.715270996,659.53918457,667.094909668,693.480407715,707.452514648,726.776855469,753.531677246,749.410522461
2918400,121600,693.480407715,659.53918457,667.094909668,701.95300293,725.604492188,736.710388184,707.452514648,726.776855469,703.579528809
3040000,121600,725.604492188,667.094909668,701.95300293,,,,736.710388184,707.452514648,693.480407715
-3040000,0,772.93371582,,759.520446777,792.505065918,787.070861816,781.013916016,776.975708008,,
-2918400,0,787.070861816,759.520446777,792.505065918,841.664489746,822.25390625,809.787414551,781.013916016,776.975708008,772.93371582
-2796800,0,822.25390625,792.505065918,841.664489746,807.742614746,797.109802246,811.740356445,809.787414551,781.013916016,787.070861816
-2675200,0,797.109802246,841.664489746,807.742614746,731.77746582,745.967163086,788.440917969,811.740356445,809.787414551,822.25390625
-2553600,0,745.967163086,807.742614746,731.77746582,655.016052246,688.744140625,748.216430664,788.440917969,811.740356445,797.109802246
-2432000,0,688.744140625,731.77746582,655.016052246,603.513916016,669.898681641,697.151977539,748.216430664,788.440917969,745.967163086
-2310400,0,669.898681641,655.016052246,603.513916016,590.223083496,629.341796875,672.98236084,697.151977539,748.216430664,688.744140625
-2188800,0,629.341796875,603.513916016,590.223083496,624.952575684,672.254699707,708.211425781,672.98236084,697.151977539,669.898681641
-2067200,0,672.254699707,590.223083496,624.952575684,805.909301758,888.170166016,931.289794922,708.211425781,672.98236084,629.341796875
-1945600,0,888.170166016,624.952575684,805.909301758,1182.20397949,1035.64294434,1402.39099121,931.289794922,708.211425781,672.254699707
-1824000,0,1035.64294434,805.909301758,1182.20397949,458.218841553,283.485076904,297.579803467,1402.39099121,931.289794922,888.170166016
-1702400,0,283.485076904,1182.20397949,458.218841553,358.308074951,468.945098877,532.792236328,297.579803467,1402.39099121,1035.64294434
-1580800,0,468.945098877,458.218841553,358.308074951,366.122711182,332.311279297,497.320922852,532.792236328,297.579803467,283.485076904
-1459200,0,332.311279297,358.308074951,366.122711182,310.372741699,213.464889526,298.414398193,497.320922852,532.792236328,468.945098877
-1337600,0,213.464889526,366.122711182,310.372741699,-26.3451004028,139.677383423,251.397399902,298.414398193,497.320922852,332.311279297
-1216000,0,139.677383423,310.372741699,-26.3451004028,-24.4182434082,98.7806549072,170.621337891,251.397399902,298.414398193,213.464889526
-1094400,0,98.7806549072,-26.3451004028,-24.4182434082,120.504875183,114.393791199,90.0196685791,170.621337891,251.397399902,139.677383423
-972800,0,114.393791199,-24.4182434082,120.504875183,137.063323975,122.644775391,114.367500305,90.0196685791,170.621337891,98.7806549072
-851200,0,122.644775391,120.504875183,137.063323975,133.93347168,124.625305176,149.331176758,114.367500305,90.0196685791,114.393791199
-729600,0,124.625305176,137.063323975,133.93347168,138.699203491,123.89125824,197.614074707,149.331176758,114.367500305,122.644775391
-608000,0,123.89125824,133.93347168,138.699203491,132.453521729,155.150802612,187.600753784,197.614074707,149.331176758,124.625305176
-486400,0,155.150802612,138.699203491,132.453521729,133.68901062,140.528640747,129.173492432,187.600753784,197.614074707,123.89125824
-364800,0,140.528640747,132.453521729,133.68901062,92.3413314819,102.212417603,124.927734375,129.173492432,187.600753784,155.150802612
-243200,0,102.212417603,133.68901062,92.3413314819,78.615737915,87.3042373657,101.208999634,124.927734375,129.173492432,140.528640747
-121600,0,87.3042373657,92.3413314819,78.615737915,65.6901931763,76.9790420532,74.0012741089,101.208999634,124.927734375,102.212417603
0,0,76.9790420532,78.615737915,65.6901931763,50.4710197449,46.2701339722,59.0395050049,74.0012741089,101.208999634,87.3042373657
121600,0,46.2701339722,65.6901931763,50.4710197449,36.1665153503,37.4083480835,40.6162796021,59.0395050049,74.0012741089,76.9790420532
243200,0,37.4083480835,50.4710197449,36.1665153503,31.6630344391,33.7617797852,31.5462226868,40.6162796021,59.0395050049,46.2701339722
364800,0,33.7617797852,36.1665153503,31.6630344391,24.3060131073,24.9452095032,28.2125778198,31.5462226868,40.6162796021,37.4083480835
486400,0,24.9452095032,31.6630344391,24.3060131073,19.796918869,22.9138641357,23.3380489349,28.2125778198,31.5462226868,33.7617797852
608000,0,22.9138641357,24.3060131073,19.796918869,15.4473981857,16.8747215271,20.785823822,23.3380489349,28.2125778198,24.9452095032
729600,0,16.8747215271,19.796918869,15.4473981857,16.6367549896,17.9639263153,18.9077644348,20.785823822,23.3380489349,22.9138641357
851200,0,17.9639263153,15.4473981857,16.6367549896,15.0918292999,15.5930938721,14.8209209442,18.9077644348,20.785823822,16.8747215271
972800,0,15.5930938721,16.6367549896,15.0918292999,23.5139942169,18.0934314728,15.4673919678,14.8209209442,18.9077644348,17.9639263153
1094400,0,18.0934314728,15.0918292999,23.5139942169,41.8641815186,27.217912674,15.710108757,15.4673919678,14.8209209442,15.5930938721
1216000,0,27.217912674,23.5139942169,41.8641815186,46.3935508728,34.3887367249,21.9263877869,15.710108757,15.4673919678,18.0934314728
1337600,0,34.3887367249,41.8641815186,46.3935508728,48.8535270691,41.3696060181,26.7467384338,21.9263877869,15.710108757,27.217912674
1459200,0,41.3696060181,46.3935508728,48.8535270691,52.8495903015,45.8192405701,35.3835258484,26.7467384338,21.9263877869,34.3887367249
1580800,0,45.8192405701,48.8535270691,52.8495903015,61.4055328369,53.8258323669,47.7130012512,35.3835258484,26.7467384338,41.3696060181
1702400,0,53.8258323669,52.8495903015,61.4055328369,74.6842346191,65.8968200684,62.8340835571,47.7130012512,35.3835258484,45.8192405701
1824000,0,65.8968200684,61.4055328369,74.6842346191,88.0992507935,90.870803833,80.6597137451,62.8340835571,47.7130012512,53.8258323669
1945600,0,90.870803833,74.6842346191,88.0992507935,134.361740112,123.09172821,95.4969024658,80.6597137451,62.8340835571,65.8968200684
2067200,0,123.09172821,88.0992507935,134.361740112,204.375793457,160.592269897,125.501426697,95.4969024658,80.6597137451,90.870803833
2188800,0,160.592269897,134.361740112,204.375793457,346.494812012,252.220626831,189.514755249,125.501426697,95.4969024658,123.09172821
2310400,0,252.220626831,204.375793457,346.494812012,558.74786377,377.460266113,318.57019043,189.514755249,125.501426697,160.592269897
2432000,0,377.460266113,346.494812012,558.74786377,578.993408203,532.846313477,749.346679688,318.57019043,189.514755249,252.220626831
2553600,0,532.846313477,558.74786377,578.993408203,749.410522461,753.531677246,803.55480957,749.346679688,318.57019043,377.460266113
2675200,0,753.531677246,578.993408203,749.410522461,703.579528809,726.776855469,738.771789551,803.55480957,749.346679688,532.846313477
2796800,0,726.776855469,749.410522461,703.579528809,693.480407715,707.452514648,710.462402344,738.771789551,803.55480957,753.531677246
2918400,0,707.452514648,703.579528809,693.480407715,725.604492188,736.710388184,739.898864746,710.462402344,738.771789551,726.776855469
3040000,0,736.710388184,693.480407715,725.604492188,,,,739.898864746,710.462402344,707.452514648
-3040000,-121600,776.975708008,,772.93371582,787.070861816,781.013916016,793.156616211,788.454406738,,
-2918400,-121600,781.013916016,772.93371582,787.070861816,822.25390625,809.787414551,826.840087891,793.156616211,788.454406738,776.975708008
-2796800,-121600,809.787414551,787.070861816,822.25390625,797.109802246,811.740356445,842.014953613,826.840087891,793.156616211,781.013916016
-2675200,-121600,811.740356445,822.25390625,797.109802246,745.967163086,788.440917969,837.714782715,842.014953613,826.840087891,809.787414551
-2553600,-121600,788.440917969,797.109802246,745.967163086,688.744140625,748.216430664,804.459533691,837.714782715,842.014953613,811.740356445
-2432000,-121600,748.216430664,745.967163086,688.744140625,669.898681641,697.151977539,733.24230957,804.459533691,837.714782715,788.440917969
-2310400,-121600,697.151977539,688.744140625,669.898681641,629.341796875,672.98236084,689.579345703,733.24230957,804.459533691,748.216430664
-2188800,-121600,672.98236084,669.898681641,629.341796875,672.254699707,708.211425781,757.69921875,689.579345703,733.24230957,697.151977539
-2067200,-121600,708.211425781,629.341796875,672.254699707,888.170166016,931.289794922,1043.59448242,757.69921875,689.579345703,672.98236084
-1945600,-121600,931.289794922,672.254699707,888.170166016,1035.64294434,1402.39099121,1042.67578125,1043.59448242,757.69921875,708.211425781
-1824000,-121600,1402.39099121,888.170166016,1035.64294434,283.485076904,297.579803467,413.1953125,1042.67578125,1043.59448242,931.289794922
-1702400,-121600,297.579803467,1035.64294434,283.485076904,468.945098877,532.792236328,739.341308594,413.1953125,1042.67578125,1402.39099121
-1580800,-121600,532.792236328,283.485076904,468.945098877,332.311279297,497.320922852,559.044372559,739.341308594,413.1953125,297.579803467
-1459200,-121600,497.320922852,468.945098877,332.311279297,213.464889526,298.414398193,330.434509277,559.044372559,739.341308594,532.792236328
-1337600,-121600,298.414398193,332.311279297,213.464889526,139.677383423,251.397399902,323.811706543,330.434509277,559.044372559,497.320922852
-1216000,-121600,251.397399902,213.464889526,139.677383423,98.7806549072,170.621337891,195.910110474,323.811706543,330.434509277,298.414398193
-1094400,-121600,170.621337891,139.677383423,98.7806549072,114.393791199,90.0196685791,168.934158325,195.910110474,323.811706543,251.397399902
-972800,-121600,90.0196685791,98.7806549072,114.393791199,122.644775391,114.367500305,175.695129395,168.934158325,195.910110474,170.621337891
-851200,-121600,114.367500305,114.393791199,122.644775391,124.625305176,149.331176758,229.695205688,175.695129395,168.934158325,90.0196685791
-729600,-121600,149.331176758,122.644775391,124.625305176,123.89125824,197.614074707,288.702392578,229.695205688,175.695129395,114.367500305
-608000,-121600,197.614074707,124.625305176,123.89125824,155.150802612,187.600753784,268.315704346,288.702392578,229.695205688,149.331176758
-486400,-121600,187.600753784,123.89125824,155.150802612,140.528640747,129.173492432,218.380081177,268.315704346,288.702392578,197.614074707
-364800,-121600,129.173492432,155.150802612,140.528640747,102.212417603,124.927734375,143.259460449,218.380081177,268.315704346,187.600753784
-243200,-121600,124.927734375,140.528640747,102.212417603,87.3042373657,101.208999634,137.707305908,143.259460449,218.380081177,129.173492432
-121600,-121600,101.208999634,102.212417603,87.3042373657,76.9790420532,74.0012741089,54.6604957581,137.707305908,143.259460449,124.927734375
0,-121600,74.0012741089,87.3042373657,76.9790420532,46.2701339722,59.0395050049,46.4927444458,54.6604957581,137.707305908,101.208999634
121600,-121600,59.0395050049,76.9790420532,46.2701339722,37.4083480835,40.6162796021,42.9276123047,46.4927444458,54.6604957581,74.0012741089
243200,-121600,40.6162796021,46.2701339722,37.4083480835,33.7617797852,31.5462226868,28.6761054993,42.9276123047,46.4927444458,59.0395050049
364800,-121600,31.5462226868,37.4083480835,33.7617797852,24.9452095032,28.2125778198,27.9829063416,28.6761054993,42.9276123047,40.6162796021
486400,-121600,28.2125778198,33.7617797852,24.9452095032,22.9138641357,23.3380489349,22.6938037872,27.9829063416,28.6761054993,31.5462226868
608000,-121600,23.3380489349,24.9452095032,22.9138641357,16.8747215271,20.785823822,22.7018890381,22.6938037872,27.9829063416,28.2125778198
729600,-121600,20.785823822,22.9138641357,16.8747215271,17.9639263153,18.9077644348,21.3940753937,22.7018890381,22.6938037872,23.3380489349
851200,-121600,18.9077644348,16.8747215271,17.9639263153,15.5930938721,14.8209209442,15.2358865738,21.3940753937,22.7018890381,20.785823822
