x-axis,y-axis,precipitation,precip_1,precip_2,precip_3,precip_4,precip_5,precip_6,precip_7,precip_8
972800,-121600,14.8209209442,17.9639263153,15.5930938721,18.0934314728,15.4673919678,14.8602695465,15.2358865738,21.3940753937,18.9077644348
1094400,-121600,15.4673919678,15.5930938721,18.0934314728,27.217912674,15.710108757,15.1837348938,14.8602695465,15.2358865738,14.8209209442
1216000,-121600,15.710108757,18.0934314728,27.217912674,34.3887367249,21.9263877869,17.9553222656,15.1837348938,14.8602695465,15.4673919678
1337600,-121600,21.9263877869,27.217912674,34.3887367249,41.3696060181,26.7467384338,25.0968379974,17.9553222656,15.1837348938,15.710108757
1459200,-121600,26.7467384338,34.3887367249,41.3696060181,45.8192405701,35.3835258484,35.2621040344,25.0968379974,17.9553222656,21.9263877869
1580800,-121600,35.3835258484,41.3696060181,45.8192405701,53.8258323669,47.7130012512,48.2243881226,35.2621040344,25.0968379974,26.7467384338
1702400,-121600,47.7130012512,45.8192405701,53.8258323669,65.8968200684,62.8340835571,63.0285758972,48.2243881226,35.2621040344,35.3835258484
1824000,-121600,62.8340835571,53.8258323669,65.8968200684,90.870803833,80.6597137451,80.9149780273,63.0285758972,48.2243881226,47.7130012512
1945600,-121600,80.6597137451,65.8968200684,90.870803833,123.09172821,95.4969024658,114.601768494,80.9149780273,63.0285758972,62.8340835571
2067200,-121600,95.4969024658,90.870803833,123.09172821,160.592269897,125.501426697,156.542510986,114.601768494,80.9149780273,80.6597137451
2188800,-121600,125.501426697,123.09172821,160.592269897,252.220626831,189.514755249,181.079727173,156.542510986,114.601768494,95.4969024658
2310400,-121600,189.514755249,160.592269897,252.220626831,377.460266113,318.57019043,258.463409424,181.079727173,156.542510986,125.501426697
2432000,-121600,318.57019043,252.220626831,377.460266113,532.846313477,749.346679688,707.389526367,258.463409424,181.079727173,189.514755249
2553600,-121600,749.346679688,377.460266113,532.846313477,753.531677246,803.55480957,726.955505371,707.389526367,258.463409424,318.57019043
2675200,-121600,803.55480957,532.846313477,753.531677246,726.776855469,738.771789551,740.419433594,726.955505371,707.389526367,749.346679688
2796800,-121600,738.771789551,753.531677246,726.776855469,707.452514648,710.462402344,708.795227051,740.419433594,726.955505371,803.55480957
2918400,-121600,710.462402344,726.776855469,707.452514648,736.710388184,739.898864746,746.430908203,708.795227051,740.419433594,738.771789551
3040000,-121600,739.898864746,707.452514648,736.710388184,,,,746.430908203,708.795227051,710.462402344
-3040000,-243200,788.454406738,,776.975708008,781.013916016,793.156616211,834.164489746,817.679870605,,
-2918400,-243200,793.156616211,776.975708008,781.013916016,809.787414551,826.840087891,864.986694336,834.164489746,817.679870605,788.454406738
-2796800,-243200,826.840087891,781.013916016,809.787414551,811.740356445,842.014953613,874.347595215,864.986694336,834.164489746,793.156616211
-2675200,-243200,842.014953613,809.787414551,811.740356445,788.440917969,837.714782715,876.625793457,874.347595215,864.986694336,826.840087891
-2553600,-243200,837.714782715,811.740356445,788.440917969,748.216430664,804.459533691,849.278686523,876.625793457,874.347595215,842.014953613
-2432000,-243200,804.459533691,788.440917969,748.216430664,697.151977539,733.24230957,772.54095459,849.278686523,876.625793457,837.714782715
-2310400,-243200,733.24230957,748.216430664,697.151977539,672.98236084,689.579345703,704.018066406,772.54095459,849.278686523,804.459533691
-2188800,-243200,689.579345703,697.151977539,672.98236084,708.211425781,757.69921875,737.636352539,704.018066406,772.54095459,733.24230957
-2067200,-243200,757.69921875,672.98236084,708.211425781,931.289794922,1043.59448242,969.742492676,737.636352539,704.018066406,689.579345703
-1945600,-243200,1043.59448242,708.211425781,931.289794922,1402.39099121,1042.67578125,648.699279785,969.742492676,737.636352539,757.69921875
-1824000,-243200,1042.67578125,931.289794922,1402.39099121,297.579803467,413.1953125,582.781005859,648.699279785,969.742492676,1043.59448242
-1702400,-243200,413.1953125,1402.39099121,297.579803467,532.792236328,739.341308594,956.87512207,582.781005859,648.699279785,1042.67578125
-1580800,-243200,739.341308594,297.579803467,532.792236328,497.320922852,559.044372559,463.854614258,956.87512207,582.781005859,413.1953125
-1459200,-243200,559.044372559,532.792236328,497.320922852,298.414398193,330.434509277,419.620025635,463.854614258,956.87512207,739.341308594
-1337600,-243200,330.434509277,497.320922852,298.414398193,251.397399902,323.811706543,389.494812012,419.620025635,463.854614258,559.044372559
-1216000,-243200,323.811706543,298.414398193,251.397399902,170.621337891,195.910110474,226.533737183,389.494812012,419.620025635,330.434509277
-1094400,-243200,195.910110474,251.397399902,170.621337891,90.0196685791,168.934158325,215.395828247,226.533737183,389.494812012,323.811706543
-972800,-243200,168.934158325,170.621337891,90.0196685791,114.367500305,175.695129395,177.715301514,215.395828247,226.533737183,195.910110474
-851200,-243200,175.695129395,90.0196685791,114.367500305,149.331176758,229.695205688,203.375961304,177.715301514,215.395828247,168.934158325
-729600,-243200,229.695205688,114.367500305,149.331176758,197.614074707,288.702392578,184.873901367,203.375961304,177.715301514,175.695129395
-608000,-243200,288.702392578,149.331176758,197.614074707,187.600753784,268.315704346,197.742782593,184.873901367,203.375961304,229.695205688
-486400,-243200,268.315704346,197.614074707,187.600753784,129.173492432,218.380081177,292.627990723,197.742782593,184.873901367,288.702392578
-364800,-243200,218.380081177,187.600753784,129.173492432,124.927734375,143.259460449,266.580596924,292.627990723,197.742782593,268.315704346
-243200,-243200,143.259460449,129.173492432,124.927734375,101.208999634,137.707305908,146.379714966,266.580596924,292.627990723,218.380081177
-121600,-243200,137.707305908,124.927734375,101.208999634,74.0012741089,54.6604957581,55.6149215698,146.379714966,266.580596924,143.259460449
0,-243200,54.6604957581,101.208999634,74.0012741089,59.0395050049,46.4927444458,38.8939094543,55.6149215698,146.379714966,137.707305908
121600,-243200,46.4927444458,74.0012741089,59.0395050049,40.6162796021,42.9276123047,31.4921226501,38.8939094543,55.6149215698,54.6604957581
243200,-243200,42.9276123047,59.0395050049,40.6162796021,31.5462226868,28.6761054993,24.8737678528,31.4921226501,38.8939094543,46.4927444458
364800,-243200,28.6761054993,40.6162796021,31.5462226868,28.2125778198,27.9829063416,23.9469547272,24.8737678528,31.4921226501,42.9276123047
486400,-243200,27.9829063416,31.5462226868,28.2125778198,23.3380489349,22.6938037872,20.4716243744,23.9469547272,24.8737678528,28.6761054993
608000,-243200,22.6938037872,28.2125778198,23.3380489349,20.785823822,22.7018890381,25.8605556488,20.4716243744,23.9469547272,27.9829063416
729600,-243200,22.7018890381,23.3380489349,20.785823822,18.9077644348,21.3940753937,21.9869537354,25.8605556488,20.4716243744,22.6938037872
851200,-243200,21.3940753937,20.785823822,18.9077644348,14.8209209442,15.2358865738,15.912768364,21.9869537354,25.8605556488,22.7018890381
972800,-243200,15.2358865738,18.9077644348,14.8209209442,15.4673919678,14.8602695465,16.5418434143,15.912768364,21.9869537354,21.3940753937
1094400,-243200,14.8602695465,14.8209209442,15.4673919678,15.710108757,15.1837348938,15.0396308899,16.5418434143,15.912768364,15.2358865738
1216000,-243200,15.1837348938,15.4673919678,15.710108757,21.9263877869,17.9553222656,17.4425506592,15.0396308899,16.5418434143,14.8602695465
1337600,-243200,17.9553222656,15.710108757,21.9263877869,26.7467384338,25.0968379974,23.1879081726,17.4425506592,15.0396308899,15.1837348938
1459200,-243200,25.0968379974,21.9263877869,26.7467384338,35.3835258484,35.2621040344,34.4302215576,23.1879081726,17.4425506592,17.9553222656
1580800,-243200,35.2621040344,26.7467384338,35.3835258484,47.7130012512,48.2243881226,48.6434135437,34.4302215576,23.1879081726,25.0968379974
1702400,-243200,48.2243881226,35.3835258484,47.7130012512,62.8340835571,63.0285758972,65.4641494751,48.6434135437,34.4302215576,35.2621040344
1824000,-243200,63.0285758972,47.7130012512,62.8340835571,80.6597137451,80.9149780273,92.3697738647,65.4641494751,48.6434135437,48.2243881226
1945600,-243200,80.9149780273,62.8340835571,80.6597137451,95.4969024658,114.601768494,135.59777832,92.3697738647,65.4641494751,63.0285758972
2067200,-243200,114.601768494,80.6597137451,95.4969024658,125.501426697,156.542510986,197.24710083,135.59777832,92.3697738647,80.9149780273
2188800,-243200,156.542510986,95.4969024658,125.501426697,189.514755249,181.079727173,339.111633301,197.24710083,135.59777832,114.601768494
2310400,-243200,181.079727173,125.501426697,189.514755249,318.57019043,258.463409424,563.897766113,339.111633301,197.24710083,156.542510986
2432000,-243200,258.463409424,189.514755249,318.57019043,749.346679688,707.389526367,800.998291016,563.897766113,339.111633301,181.079727173
2553600,-243200,707.389526367,318.57019043,749.346679688,803.55480957,726.955505371,779.587402344,800.998291016,563.897766113,258.463409424
2675200,-243200,726.955505371,749.346679688,803.55480957,738.771789551,740.419433594,735.13092041,779.587402344,800.998291016,707.389526367
2796800,-243200,740.419433594,803.55480957,738.771789551,710.462402344,708.795227051,705.110168457,735.13092041,779.587402344,726.955505371
2918400,-243200,708.795227051,738.771789551,710.462402344,739.898864746,746.430908203,754.914428711,705.110168457,735.13092041,740.419433594
3040000,-243200,746.430908203,710.462402344,739.898864746,,,,754.914428711,705.110168457,708.795227051
-3040000,-364800,817.679870605,,788.454406738,793.156616211,834.164489746,857.126037598,852.46472168,,
-2918400,-364800,834.164489746,788.454406738,793.156616211,826.840087891,864.986694336,880.171936035,857.126037598,852.46472168,817.679870605
-2796800,-364800,864.986694336,793.156616211,826.840087891,842.014953613,874.347595215,887.826049805,880.171936035,857.126037598,834.164489746
-2675200,-364800,874.347595215,826.840087891,842.014953613,837.714782715,876.625793457,884.895141602,887.826049805,880.171936035,864.986694336
-2553600,-364800,876.625793457,842.014953613,837.714782715,804.459533691,849.278686523,854.289428711,884.895141602,887.826049805,874.347595215
-2432000,-364800,849.278686523,837.714782715,804.459533691,733.24230957,772.54095459,775.017211914,854.289428711,884.895141602,876.625793457
-2310400,-364800,772.54095459,804.459533691,733.24230957,689.579345703,704.018066406,702.344421387,775.017211914,854.289428711,849.278686523
-2188800,-364800,704.018066406,733.24230957,689.579345703,757.69921875,737.636352539,683.875,702.344421387,775.017211914,772.54095459
-2067200,-364800,737.636352539,689.579345703,757.69921875,1043.59448242,969.742492676,701.765441895,683.875,702.344421387,704.018066406
-1945600,-364800,969.742492676,757.69921875,1043.59448242,1042.67578125,648.699279785,661.84161377,701.765441895,683.875,737.636352539
-1824000,-364800,648.699279785,1043.59448242,1042.67578125,413.1953125,582.781005859,677.633728027,661.84161377,701.765441895,969.742492676
-1702400,-364800,582.781005859,1042.67578125,413.1953125,739.341308594,956.87512207,821.42401123,677.633728027,661.84161377,648.699279785
-1580800,-364800,956.87512207,413.1953125,739.341308594,559.044372559,463.854614258,919.025512695,821.42401123,677.633728027,582.781005859
-1459200,-364800,463.854614258,739.341308594,559.044372559,330.434509277,419.620025635,462.02230835,919.025512695,821.42401123,956.87512207
-1337600,-364800,419.620025635,559.044372559,330.434509277,323.811706543,389.494812012,443.50680542,462.02230835,919.025512695,463.854614258
-1216000,-364800,389.494812012,330.434509277,323.811706543,195.910110474,226.533737183,201.990432739,443.50680542,462.02230835,419.620025635
-1094400,-364800,226.533737183,323.811706543,195.910110474,168.934158325,215.395828247,156.566101074,201.990432739,443.50680542,389.494812012
-972800,-364800,215.395828247,195.910110474,168.934158325,175.695129395,177.715301514,135.569366455,156.566101074,201.990432739,226.533737183
-851200,-364800,177.715301514,168.934158325,175.695129395,229.695205688,203.375961304,140.796340942,135.569366455,156.566101074,215.395828247
-729600,-364800,203.375961304,175.695129395,229.695205688,288.702392578,184.873901367,137.204696655,140.796340942,135.569366455,177.715301514
-608000,-364800,184.873901367,229.695205688,288.702392578,268.315704346,197.742782593,132.590515137,137.204696655,140.796340942,203.375961304
-486400,-364800,197.742782593,288.702392578,268.315704346,218.380081177,292.627990723,151.428848267,132.590515137,137.204696655,184.873901367
-364800,-364800,292.627990723,268.315704346,218.380081177,143.259460449,266.580596924,268.033599854,151.428848267,132.590515137,197.742782593
-243200,-364800,266.580596924,218.380081177,143.259460449,137.707305908,146.379714966,334.692047119,268.033599854,151.428848267,292.627990723
-121600,-364800,146.379714966,143.259460449,137.707305908,54.6604957581,55.6149215698,52.4077262878,334.692047119,268.033599854,266.580596924
0,-364800,55.6149215698,137.707305908,54.6604957581,46.4927444458,38.8939094543,27.4215354919,52.4077262878,334.692047119,146.379714966
121600,-364800,38.8939094543,54.6604957581,46.4927444458,42.9276123047,31.4921226501,26.5844726562,27.4215354919,52.4077262878,55.6149215698
243200,-364800,31.4921226501,46.4927444458,42.9276123047,28.6761054993,24.8737678528,20.2919502258,26.5844726562,27.4215354919,38.8939094543
364800,-364800,24.8737678528,42.9276123047,28.6761054993,27.9829063416,23.9469547272,21.4137020111,20.2919502258,26.5844726562,31.4921226501
486400,-364800,23.9469547272,28.6761054993,27.9829063416,22.6938037872,20.4716243744,16.950340271,21.4137020111,20.2919502258,24.8737678528
608000,-364800,20.4716243744,27.9829063416,22.6938037872,22.7018890381,25.8605556488,19.4311389923,16.950340271,21.4137020111,23.9469547272
729600,-364800,25.8605556488,22.6938037872,22.7018890381,21.3940753937,21.9869537354,18.692565918,19.4311389923,16.950340271,20.4716243744
851200,-364800,21.9869537354,22.7018890381,21.3940753937,15.2358865738,15.912768364,16.3072013855,18.692565918,19.4311389923,25.8605556488
972800,-364800,15.912768364,21.3940753937,15.2358865738,14.8602695465,16.5418434143,15.9632644653,16.3072013855,18.692565918,21.9869537354
1094400,-364800,16.5418434143,15.2358865738,14.8602695465,15.1837348938,15.0396308899,15.6905212402,15.9632644653,16.3072013855,15.912768364
1216000,-364800,15.0396308899,14.8602695465,15.1837348938,17.9553222656,17.4425506592,17.7478160858,15.6905212402,15.9632644653,16.5418434143
1337600,-364800,17.4425506592,15.1837348938,17.9553222656,25.0968379974,23.1879081726,25.6063327789,17.7478160858,15.6905212402,15.0396308899
1459200,-364800,23.1879081726,17.9553222656,25.0968379974,35.2621040344,34.4302215576,36.7543373108,25.6063327789,17.7478160858,17.4425506592
1580800,-364800,34.4302215576,25.0968379974,35.2621040344,48.2243881226,48.6434135437,51.5248069763,36.7543373108,25.6063327789,23.1879081726
